scheduler,trials,frames,users_per_macro,include_mobility,include_orientation,include_nlos,nlos_profile,access_model,resource_control,mean_delta_used,std_delta_used,delta_switch_rate,mean_center_pool_size,mean_edge_pool_size,frac_delta_0_5,frac_delta_0_6667,frac_delta_0_8,adaptive_delta_enabled,adaptive_ofdma_enabled,adaptive_power_enabled,multi_user_ofdma_enabled,admission_control,admission_min_sinr_db,admission_min_sum_rate_retention,max_users_per_region,max_users_per_pool,max_center_users_per_pool,max_edge_users_per_pool,min_subcarriers_per_user,mean_scheduled_users_per_frame,mean_scheduled_users_per_region,mean_scheduled_users_per_active_region,max_scheduled_users_in_region_observed,fraction_active_regions_serving_1_user,fraction_active_regions_serving_2_users,fraction_active_regions_serving_3plus_users,mean_effective_subcarriers_per_scheduled_user,p5_effective_subcarriers_per_scheduled_user,max_relative_region_power_budget_error,adaptive_max_users_per_region,adaptive_min_subcarriers_per_user,mean_sinr_db,median_sinr_db,avg_rate_bpshz,p5_rate_bpshz,coverage_continuity_10db,coverage_continuity_20db,outage_probability_10db,outage_probability_20db,avg_outage_duration_frames,p95_outage_duration_frames,link_opportunity_mean_sinr_db,link_opportunity_median_sinr_db,link_opportunity_avg_rate_bpshz,link_opportunity_continuity_10db,link_opportunity_continuity_20db,link_opportunity_outage_probability_10db,link_opportunity_outage_probability_20db,link_opportunity_avg_outage_duration_20db,scheduled_link_continuity_10db,scheduled_link_continuity_20db,service_avg_rate_bpshz_all_users,beam_switching_rate,fairness_over_time,mean_served_fraction,mean_user_throughput_bpshz,p5_user_throughput_bpshz,worst_user_throughput_bpshz,avg_time_between_services_frames,mean_service_gap_frames,p95_service_gap_frames,mean_longest_service_gap_frames,p95_longest_service_gap_frames,starvation_probability_gap10,edge_served_frame_ratio,center_served_frame_ratio,edge_coverage_continuity_10db,edge_coverage_continuity_20db,edge_outage_probability_10db,edge_outage_probability_20db,center_coverage_continuity_10db,center_coverage_continuity_20db,edge_frame_fraction,time_s,experiment,case,seed,wall_time_s
max_sinr,300.0,75.0,42.0,1.0,1.0,1.0,stress,dynamic_multi_user_ofdma,fixed_equal_ofdma_uniform_power,0.6666666666666666,0.0,0.0,113.0,47.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,variable_resource_sinr_aware,10.0,0.55,9.0,7.0,7.0,2.0,16.0,8.633155555555556,1.2333079365079365,1.2356656084656086,4.0,0.853049490214536,0.07962575450156784,0.06732475528389613,69.39629130072177,23.0,1.5419764230904954e-16,9.0,16.0,27.48529583713298,4.321205509341876,163.978350482902,0.0,0.07275767195767195,0.03178624338624338,0.9272423280423281,0.9682137566137566,41.50805244295241,75.0,23.55811234137841,-300.0,62.05128338651071,0.12593544973544973,0.06464126984126985,0.8740645502645503,0.9353587301587302,31.45153714773698,0.3006147384461031,0.13013931922225852,33.7059668443405,0.015010725010725012,0.09299553500548524,0.20555132275132276,33.7059668443405,0.0,0.0,13.759686770461773,13.73020720934911,56.0,39.30952380952381,75.0,0.9788095238095238,0.23416553477037488,0.18203844178696285,0.11444315270652491,0.04891981256879252,0.8855568472934751,0.9510801874312075,0.038861587368359034,0.01885943057887221,0.45555555555555555,1362.166954755783,main,combined_mobility_orientation_nlos,7,1362.2488193511963
proportional_fair,300.0,75.0,42.0,1.0,1.0,1.0,stress,dynamic_multi_user_ofdma,fixed_equal_ofdma_uniform_power,0.6666666666666666,0.0,0.0,113.0,47.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,variable_resource_sinr_aware,10.0,0.55,9.0,7.0,7.0,2.0,16.0,8.275733333333333,1.182247619047619,1.1844074074074074,4.0,0.8588565286249468,0.10541714634627249,0.03572632502878078,71.8632575025241,24.0,1.5419764230904954e-16,9.0,16.0,25.368528765570126,1.7965344794237872,143.11192418064485,0.0,0.05445502645502646,0.024799999999999992,0.9455449735449736,0.9752,31.685198555956678,75.0,23.105500612766654,-300.0,60.65968483277614,0.12121481481481482,0.06797777777777778,0.8787851851851852,0.9320222222222222,26.340909770613393,0.27208505561484353,0.13140358492062174,28.198955269981795,0.015010725010725012,0.08485463328147495,0.19704126984126985,28.19895526998179,0.0,0.0,10.79552576105066,8.94374182293938,40.0,34.74563492063492,75.0,0.958015873015873,0.20323105910817174,0.195138407537104,0.08182570465606054,0.03302921012363722,0.9181742953439395,0.9669707898763628,0.03415908173563297,0.02009832451437284,0.45555555555555555,1320.251895904541,main,combined_mobility_orientation_nlos,7,1320.3374898433685
omn_pf,300.0,75.0,42.0,1.0,1.0,1.0,stress,dynamic_multi_user_ofdma,fixed_equal_ofdma_uniform_power,0.6666666666666666,0.0,0.0,113.0,47.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,variable_resource_sinr_aware,10.0,0.55,9.0,7.0,7.0,2.0,16.0,8.357066666666666,1.1938666666666666,1.1960962962962962,4.0,0.8619095170553926,0.09003771712790114,0.04805276581670621,69.85186721550357,23.0,1.5419764230904954e-16,9.0,16.0,25.682860019815514,3.16207863067717,157.89540262969615,0.0,0.06646878306878307,0.030481481481481477,0.9335312169312169,0.9695185185185186,32.71540796286377,75.0,24.488164870628687,-300.0,73.0482073227846,0.12954708994708997,0.06934708994708995,0.87045291005291,0.9306529100529101,27.78990109647044,0.30335786708997386,0.1468294876139469,31.417676336584428,0.015010725010725012,0.08532770331375411,0.19897777777777778,31.417676336584428,0.0,0.0,12.707664199266656,9.85966603277151,44.0,35.94103174603175,75.0,0.949047619047619,0.24155883881428344,0.16772112093151614,0.1130524432553872,0.05055953924973485,0.8869475567446128,0.9494404607502651,0.0315258419490386,0.016623892148550614,0.45555555555555555,1331.0800211429596,main,combined_mobility_orientation_nlos,7,1331.1623973846436
rr1,300.0,75.0,42.0,1.0,1.0,1.0,stress,dynamic_multi_user_ofdma,fixed_equal_ofdma_uniform_power,0.6666666666666666,0.0,0.0,113.0,47.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,variable_resource_sinr_aware,10.0,0.55,9.0,7.0,7.0,2.0,16.0,7.848133333333333,1.1211619047619046,1.123845925925926,4.0,0.9088068525318349,0.06493613934160201,0.026257008126563106,76.73751720154262,37.0,1.5419764230904954e-16,9.0,16.0,23.742062230521398,-300.0,78.8329388395413,0.0,0.02913862433862434,0.014658201058201053,0.9708613756613756,0.985341798941799,38.50901571546733,75.0,23.30575637486504,-300.0,64.10935704660334,0.1166984126984127,0.06453015873015873,0.8833015873015873,0.9354698412698412,19.491533271596772,0.14848179256433247,0.07504059386654062,14.730747977886478,0.014897039897039898,0.0437922546356766,0.18686031746031748,14.730747977886478,0.0,0.0,5.627212932253746,4.55153234691339,11.0,11.992063492063492,23.0,0.6021428571428571,0.18454279787920272,0.18858784306982407,0.038643773562846956,0.01685298897205447,0.961356226437153,0.9831470110279455,0.022902773988823493,0.013788563782914596,0.48253968253968255,1279.7624077796936,main,combined_mobility_orientation_nlos,8,1279.8413050174713
max_sinr,300.0,75.0,42.0,1.0,1.0,1.0,stress,dynamic_multi_user_ofdma,fixed_equal_ofdma_uniform_power,0.6666666666666666,0.0,0.0,113.0,47.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,variable_resource_sinr_aware,10.0,0.55,9.0,7.0,7.0,2.0,16.0,8.65928888888889,1.2370412698412698,1.2400952380952381,4.0,0.852340921095336,0.07846556233653008,0.06919351656813394,69.60746071014299,23.0,1.5419764230904954e-16,9.0,16.0,27.262166783785492,4.43676713292503,164.55294885605835,0.0,0.07386984126984127,0.031168253968253967,0.9261301587301587,0.968831746031746,41.17219049332194,75.0,23.252835244961567,-300.0,61.36585417365396,0.12647407407407407,0.06393968253968253,0.8735259259259259,0.9360603174603175,31.11092744346358,0.3073390680020575,0.1284316738631056,33.926464801504,0.014897039897039898,0.09430815748691207,0.20617354497354498,33.92646480150399,0.0,0.0,13.797586721488042,13.64235833272714,56.0,39.27023809523809,75.0,0.9806349206349206,0.2332060625127656,0.18373700317660352,0.11609756070419383,0.04764569368372302,0.8839024392958061,0.9523543063162769,0.04008106903670593,0.01895965575129824,0.48253968253968255,1350.0765147209167,main,combined_mobility_orientation_nlos,8,1350.1589179039001
proportional_fair,300.0,75.0,42.0,1.0,1.0,1.0,stress,dynamic_multi_user_ofdma,fixed_equal_ofdma_uniform_power,0.6666666666666666,0.0,0.0,113.0,47.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,variable_resource_sinr_aware,10.0,0.55,9.0,7.0,7.0,2.0,16.0,8.293422222222222,1.1847746031746031,1.1876486772486772,4.0,0.8588319895124699,0.10339253781683733,0.037775472670692825,72.02525696401968,24.0,1.5419764230904954e-16,9.0,16.0,25.212501701118086,2.162656573036635,144.70831160424174,0.0,0.055987301587301586,0.024578835978835974,0.9440126984126984,0.9754211640211641,31.63039599203898,75.0,22.819093714675496,-300.0,60.78787390357079,0.1230931216931217,0.06803703703703703,0.8769068783068783,0.931962962962963,26.015567305704074,0.2794789929901741,0.13131015088866288,28.574455409497055,0.014897039897039898,0.08602314420603446,0.19746243386243387,28.57445540949705,0.0,0.0,10.825728088023213,8.894599190758225,40.0,34.78087301587301,75.0,0.9553968253968254,0.20311611580839078,0.1958364602984678,0.0843031639290105,0.03208480744937865,0.9156968360709895,0.9679151925506213,0.03530790659172144,0.020496932125877245,0.48253968253968255,1323.234593629837,main,combined_mobility_orientation_nlos,8,1323.315689086914
omn_pf_a,300.0,75.0,42.0,1.0,1.0,1.0,stress,dynamic_multi_user_ofdma,adaptive_ofdma_power_fixed_delta,0.6666666666666666,0.0,0.0,113.0,47.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,variable_resource_sinr_aware,10.0,0.55,9.0,7.0,7.0,2.0,16.0,8.360044444444444,1.1942920634920635,1.1965259259259258,4.0,0.8620240041215343,0.08962429161127825,0.04835170426718737,69.86395606615595,23.0,3.0839528461809903e-16,9.0,16.0,24.64945848255223,2.603706252214632,158.00184052709085,0.0,0.06627830687830687,0.03497460317460317,0.9337216931216932,0.9650253968253968,31.083165752070624,75.0,22.57199099512433,-300.0,68.19780434171095,0.12339047619047618,0.07327513227513227,0.8766095238095238,0.9267248677248677,26.977019991990883,0.30169066621896073,0.16746738443205547,31.45005735977388,0.015010725010725012,0.08587216766138271,0.19904867724867725,31.450057359773876,0.0,0.0,12.740386260113493,9.82335076767336,44.0,35.93063492063492,75.0,0.9461904761904761,0.2412095741675706,0.16815517565524896,0.11520230711755995,0.06118490491215098,0.88479769288244,0.938815095087849,0.029558110396415208,0.016431589914344704,0.45555555555555555,2521.665318250656,main,combined_mobility_orientation_nlos,7,2521.752533197403
omn_pf,300.0,75.0,42.0,1.0,1.0,1.0,stress,dynamic_multi_user_ofdma,fixed_equal_ofdma_uniform_power,0.6666666666666666,0.0,0.0,113.0,47.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,variable_resource_sinr_aware,10.0,0.55,9.0,7.0,7.0,2.0,16.0,8.38488888888889,1.19784126984127,1.2007589417989417,4.0,0.8612756858577438,0.08790943050420329,0.050814883638052935,69.96692992685254,23.0,1.5419764230904954e-16,9.0,16.0,25.649774756846707,3.5200786711820338,160.13772576919618,0.0,0.0682095238095238,0.030266666666666664,0.9317904761904762,0.9697333333333333,32.54600987321093,75.0,24.24414455020328,-300.0,72.6002361496048,0.13072698412698414,0.06874708994708995,0.8692730158730159,0.9312529100529101,27.66097752632406,0.31073156580679906,0.14667613460025541,31.9699294641445,0.014897039897039898,0.08633547354511553,0.19964021164021165,31.969929464144496,0.0,0.0,12.717478929172445,9.824511268428914,45.0,35.98587301587302,75.0,0.9483333333333334,0.24085965569218384,0.1682637614222382,0.11506381362427832,0.04907303423895687,0.8849361863757217,0.9509269657610431,0.03224595211102563,0.01690015712549604,0.48253968253968255,1347.5127177238464,main,combined_mobility_orientation_nlos,8,1347.6014380455017
rr1,300.0,75.0,42.0,1.0,1.0,1.0,stress,dynamic_multi_user_ofdma,fixed_equal_ofdma_uniform_power,0.6666666666666666,0.0,0.0,113.0,47.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,variable_resource_sinr_aware,10.0,0.55,9.0,7.0,7.0,2.0,16.0,7.839955555555555,1.1199936507936508,1.1215047619047618,4.0,0.9089169463940596,0.06611102634523447,0.02497202726070593,76.56266191985215,47.0,1.5419764230904954e-16,9.0,16.0,24.168277044678778,-300.0,79.20136737592694,0.0,0.028602116402116396,0.014869841269841266,0.9713978835978836,0.9851301587301587,38.08648692877306,75.0,23.61788759277818,-300.0,64.23451822081745,0.11494391534391533,0.06404656084656085,0.8850560846560847,0.9359534391534392,19.436897044280848,0.14502167752113726,0.07550144015367764,14.784171432535596,0.014982839982839984,0.04359939008922547,0.18666560846560848,14.784171432535594,0.0,0.0,5.642284819085991,4.559319721434588,11.0,12.044444444444444,23.0,0.6044444444444445,0.18353310631777198,0.18828843625605754,0.03657249636635162,0.01668060723084888,0.9634275036336484,0.9833193927691511,0.022727458154528576,0.01387496407589121,0.4638095238095238,1264.941234588623,main,combined_mobility_orientation_nlos,9,1265.027280330658
max_sinr,300.0,75.0,42.0,1.0,1.0,1.0,stress,dynamic_multi_user_ofdma,fixed_equal_ofdma_uniform_power,0.6666666666666666,0.0,0.0,113.0,47.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,variable_resource_sinr_aware,10.0,0.55,9.0,7.0,7.0,2.0,16.0,8.623911111111111,1.2319873015873015,1.2337142857142858,4.0,0.8529523954836741,0.080688637981894,0.06635896653443189,69.39428874756491,23.0,1.5419764230904954e-16,9.0,16.0,27.557286121775356,4.374274674531495,165.99495816749265,0.0,0.07337248677248677,0.03187936507936508,0.9266275132275132,0.9681206349206349,41.00918911650007,75.0,23.557886305994074,-300.0,62.291964673361804,0.1256126984126984,0.06517989417989418,0.8743873015873016,0.9348201058201058,31.072986282096377,0.3044871607540016,0.13142844368510026,34.08394676497771,0.014982839982839984,0.09377387545646396,0.20533121693121692,34.08394676497771,0.0,0.0,13.324680382484775,13.65310983037289,55.0,39.14738095238095,75.0,0.9780952380952381,0.23344322506585852,0.18237086995369384,0.1143252307818644,0.04833617039701,0.8856747692181356,0.95166382960299,0.03998437759230492,0.019159458499805354,0.4638095238095238,1340.4525701999664,main,combined_mobility_orientation_nlos,9,1340.535921573639
omn_pf_a,300.0,75.0,42.0,1.0,1.0,1.0,stress,dynamic_multi_user_ofdma,adaptive_ofdma_power_fixed_delta,0.6666666666666666,0.0,0.0,113.0,47.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,variable_resource_sinr_aware,10.0,0.55,9.0,7.0,7.0,2.0,16.0,8.388933333333334,1.1984190476190477,1.201338835978836,4.0,0.8612056841395198,0.08748942019485934,0.05130489566562088,69.95975120661612,23.0,3.0839528461809903e-16,9.0,16.0,24.559207081240757,3.03158239782926,159.74742956298783,0.0,0.06773439153439152,0.03506984126984127,0.9322656084656085,0.9649301587301587,30.923053445469343,75.0,22.318226969928027,-300.0,67.75524832878071,0.12463068783068783,0.07297777777777778,0.8753693121693121,0.9270222222222222,26.590863560479587,0.30794802992947945,0.16833320751570205,31.907393732744467,0.014897039897039898,0.08722437021342587,0.19973650793650796,31.907393732744463,0.0,0.0,12.733699626940107,9.781400763111945,44.0,35.977936507936505,75.0,0.9471428571428572,0.24068953475396337,0.16843344614902342,0.11687468144426898,0.06112288153991335,0.8831253185557311,0.9388771184600867,0.030019106621679798,0.01640627902663031,0.48253968253968255,2552.0336220264435,main,combined_mobility_orientation_nlos,8,2552.1182758808136
proportional_fair,300.0,75.0,42.0,1.0,1.0,1.0,stress,dynamic_multi_user_ofdma,fixed_equal_ofdma_uniform_power,0.6666666666666666,0.0,0.0,113.0,47.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,variable_resource_sinr_aware,10.0,0.55,9.0,7.0,7.0,2.0,16.0,8.273022222222222,1.1818603174603173,1.1834603174603173,4.0,0.8594051978435561,0.10498041908249416,0.03561438307394975,71.89945901806675,24.0,1.5419764230904954e-16,9.0,16.0,25.44855705495985,2.1006000193377683,145.67319480057955,0.0,0.05498306878306878,0.024856084656084652,0.9450169312169312,0.9751439153439153,31.371655205283584,75.0,23.06396470184889,-300.0,61.01171153004622,0.12135343915343914,0.0679068783068783,0.8786465608465609,0.9320931216931216,26.07388550115446,0.27483051966270794,0.13211660280283555,28.694228042078606,0.014982839982839984,0.08575859986788001,0.19697671957671958,28.694228042078603,0.0,0.0,10.361110813905073,8.83820360815737,40.0,34.501825396825396,75.0,0.9538095238095238,0.2023083700138572,0.19581896194151605,0.08192591492530961,0.03221958943934801,0.9180740850746903,0.967780410560652,0.035340889159787406,0.020991861004792233,0.4638095238095238,1328.943710565567,main,combined_mobility_orientation_nlos,9,1329.0255961418152
omn_pf,300.0,75.0,42.0,1.0,1.0,1.0,stress,dynamic_multi_user_ofdma,fixed_equal_ofdma_uniform_power,0.6666666666666666,0.0,0.0,113.0,47.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,variable_resource_sinr_aware,10.0,0.55,9.0,7.0,7.0,2.0,16.0,8.354533333333332,1.193504761904762,1.1951301587301588,4.0,0.8622660461804496,0.0901103651713966,0.047623588648153796,69.78202652452161,23.0,1.5419764230904954e-16,9.0,16.0,25.87050353932918,3.3132913023341706,160.71309266866947,0.0,0.06726878306878306,0.030608465608465606,0.932731216931217,0.9693915343915344,32.53338305277364,75.0,24.57218568568382,-300.0,73.64718070087912,0.1294931216931217,0.06946455026455027,0.8705068783068783,0.9305354497354498,27.735562214161803,0.3060009148168669,0.14697418429754053,31.968640233416384,0.014982839982839984,0.0861224028274706,0.19891746031746033,31.968640233416384,0.0,0.0,12.42599692217254,9.822920316088599,44.0,35.80674603174603,75.0,0.9463492063492064,0.24066206756170158,0.16760917735425943,0.11295972888494696,0.04936049941780202,0.887040271115053,0.9506395005821979,0.03198736691646501,0.01701062793110113,0.4638095238095238,1327.9023768901825,main,combined_mobility_orientation_nlos,9,1327.9833762645721
rr1,300.0,75.0,42.0,1.0,1.0,1.0,stress,dynamic_multi_user_ofdma,fixed_equal_ofdma_uniform_power,0.6666666666666666,0.0,0.0,113.0,47.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,variable_resource_sinr_aware,10.0,0.55,9.0,7.0,7.0,2.0,16.0,7.846355555555555,1.1209079365079366,1.1231079365079364,4.0,0.9088497601811681,0.06532995763412679,0.02582028218470503,76.42180092102207,37.0,1.5419764230904954e-16,9.0,16.0,23.90927414097435,-300.0,78.44464184466683,0.0,0.029066666666666664,0.014780952380952377,0.9709333333333333,0.9852190476190477,38.08680711802005,75.0,23.29640286881017,-300.0,63.41097057092867,0.11588359788359788,0.06400423280423281,0.8841164021164021,0.9359957671957672,19.617983010623906,0.14714774056419055,0.07536071133897713,14.65487027003494,0.015060060060060061,0.04347307453872735,0.18681798941798944,14.654870270034936,0.0,0.0,5.64365501102852,4.552605231197607,11.0,12.00904761904762,23.0,0.6068253968253968,0.18372227964107513,0.18832695725708137,0.03762495297688652,0.017245356000372015,0.9623750470231135,0.982754643999628,0.023093050599753563,0.013947049820465301,0.4587301587301587,1263.1137926578522,main,combined_mobility_orientation_nlos,10,1263.1946878433228
max_sinr,300.0,75.0,42.0,1.0,1.0,1.0,stress,dynamic_multi_user_ofdma,fixed_equal_ofdma_uniform_power,0.6666666666666666,0.0,0.0,113.0,47.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,variable_resource_sinr_aware,10.0,0.55,9.0,7.0,7.0,2.0,16.0,8.649244444444445,1.2356063492063494,1.238179894179894,4.0,0.8531252783043473,0.0783132530120482,0.06856146868360453,69.48318157526926,23.0,1.5419764230904954e-16,9.0,16.0,27.19156249950977,4.403452419655208,162.75684273534557,0.0,0.07344973544973545,0.03112592592592592,0.9265502645502646,0.9688740740740741,41.4030026227729,75.0,23.229540294802256,-300.0,60.80588715953545,0.1250730158730159,0.06278835978835978,0.8749269841269841,0.9372116402116402,31.363185665214775,0.3050234346989903,0.12794714061080228,33.51723137676204,0.015060060060060061,0.09366308219611295,0.20593439153439155,33.51723137676204,0.0,0.0,13.674687677873019,13.57438494934877,55.0,39.156666666666666,75.0,0.9793650793650793,0.23209883673491857,0.1847288713278509,0.11531543106643938,0.048067546256757375,0.8846845689335606,0.9519324537432426,0.03916069137826099,0.01839378425657372,0.4587301587301587,1361.2420225143433,main,combined_mobility_orientation_nlos,10,1361.32426404953
proportional_fair,300.0,75.0,42.0,1.0,1.0,1.0,stress,dynamic_multi_user_ofdma,fixed_equal_ofdma_uniform_power,0.6666666666666666,0.0,0.0,113.0,47.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,variable_resource_sinr_aware,10.0,0.55,9.0,7.0,7.0,2.0,16.0,8.297955555555555,1.1854222222222222,1.1878031746031743,4.0,0.8590857622676557,0.10250505718756758,0.03840918054477679,71.95620340217671,24.0,1.5419764230904954e-16,9.0,16.0,25.233585148906663,1.9721665826530197,143.18213295348843,0.0,0.055263492063492056,0.024579894179894174,0.944736507936508,0.9754201058201059,31.622765789563964,75.0,22.77563551394724,-300.0,59.696608700954314,0.12075978835978836,0.0663015873015873,0.8792402116402116,0.9336984126984127,26.15207919618246,0.27532989356570503,0.12993207417796707,28.28854703804032,0.015060060060060061,0.08543453842817449,0.19757037037037037,28.288547038040317,0.0,0.0,10.619152773046903,8.862118131033354,40.0,34.54206349206349,75.0,0.9548412698412698,0.2017102737383018,0.1972812355284516,0.08280385050555991,0.03200556014234756,0.9171961494944401,0.9679944398576524,0.03454938718770616,0.020419640780639157,0.4587301587301587,1321.345769405365,main,combined_mobility_orientation_nlos,10,1321.4275047779083
omn_pf_a,300.0,75.0,42.0,1.0,1.0,1.0,stress,dynamic_multi_user_ofdma,adaptive_ofdma_power_fixed_delta,0.6666666666666666,0.0,0.0,113.0,47.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,variable_resource_sinr_aware,10.0,0.55,9.0,7.0,7.0,2.0,16.0,8.356977777777777,1.1938539682539682,1.1954867724867726,4.0,0.862202471772963,0.08988149730444513,0.0479160309225918,69.78577050714772,23.0,3.0839528461809903e-16,9.0,16.0,24.822546850397842,2.8108587037280146,160.7813969091247,0.0,0.06702645502645502,0.03518306878306878,0.932973544973545,0.9648169312169312,31.097649988062347,75.0,22.652500336507906,-300.0,68.90836725756984,0.1236910052910053,0.07324232804232804,0.8763089947089947,0.926757671957672,26.86624946315725,0.3049245127789569,0.16686897564967648,31.9915847868958,0.014982839982839984,0.08662703162760628,0.19897566137566136,31.991584786895803,0.0,0.0,12.419556443205547,9.803507136011604,44.0,35.80626984126984,75.0,0.9476190476190476,0.24047159728318787,0.16780533010752255,0.11501628771325906,0.060586375306788974,0.884983712286741,0.939413624693211,0.030310520081444105,0.016692934015457662,0.4638095238095238,2599.7172634601593,main,combined_mobility_orientation_nlos,9,2599.798684835434
omn_pf,300.0,75.0,42.0,1.0,1.0,1.0,stress,dynamic_multi_user_ofdma,fixed_equal_ofdma_uniform_power,0.6666666666666666,0.0,0.0,113.0,47.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,variable_resource_sinr_aware,10.0,0.55,9.0,7.0,7.0,2.0,16.0,8.376755555555556,1.196679365079365,1.199121693121693,4.0,0.8620246561748578,0.08790600628490731,0.050069337540234855,69.8446760082132,23.0,1.5419764230904954e-16,9.0,16.0,25.531643710991986,3.347319886402463,157.64097568283572,0.0,0.06751957671957672,0.03009417989417989,0.9324804232804232,0.9699058201058202,32.86932042316658,75.0,24.27742974982941,-300.0,71.97717777193917,0.1289005291005291,0.06743703703703703,0.8710994708994709,0.9325629629629629,27.789858728557014,0.3079696174298754,0.1452554166926364,31.44095044843791,0.015060060060060061,0.085869808729788,0.19944656084656084,31.44095044843791,0.0,0.0,12.550591465002796,9.815031526505617,44.0,35.82396825396825,75.0,0.9522222222222222,0.23901012491318893,0.1694368495952924,0.11372859113648935,0.04939441519018166,0.8862714088635106,0.9506055848098184,0.03142224952241644,0.01637828883113925,0.4587301587301587,1417.9460678100586,main,combined_mobility_orientation_nlos,10,1418.0346343517303
omn_pf_a,300.0,75.0,42.0,1.0,1.0,1.0,stress,dynamic_multi_user_ofdma,adaptive_ofdma_power_fixed_delta,0.6666666666666666,0.0,0.0,113.0,47.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,variable_resource_sinr_aware,10.0,0.55,9.0,7.0,7.0,2.0,16.0,8.38208888888889,1.19744126984127,1.1998888888888888,4.0,0.8618529026348265,0.08754341547817458,0.050603681886998896,69.8367418357662,23.0,3.0839528461809903e-16,9.0,16.0,24.56412869529696,2.826054805493683,157.58336866978325,0.0,0.06706984126984127,0.03510793650793651,0.9329301587301587,0.9648920634920635,31.222538008491988,75.0,22.376103984400526,-300.0,67.19984780257288,0.12284656084656086,0.07188888888888889,0.8771534391534391,0.9281111111111111,26.72756361420082,0.3047585141497796,0.16766183713564636,31.449471514301706,0.015060060060060061,0.08657840685381474,0.19957354497354501,31.449471514301706,0.0,0.0,12.54382455479897,9.78048307429724,44.0,35.82373015873016,75.0,0.950952380952381,0.23877624488761917,0.16990994226941836,0.11520066555307688,0.06146496784338576,0.8847993344469232,0.9385350321566143,0.02933546754750704,0.016119411684476313,0.4587301587301587,2651.2384033203125,main,combined_mobility_orientation_nlos,10,2651.3220221996307
